,word,x,y,z
1553,Ready,-7.91025730499,-5.50269312163,10.6525017879
1561,Platform,2.15299217832,-9.52881226177,9.23751306108
1568,Bettie,6.7262747229,3.30403211238,5.58376852405
1569,Scabbers,11.8498804224,-19.5326997863,9.20841253969
1580,Beans,-4.15504450428,2.42987943757,15.9470310283
1594,Er,-0.635896866521,-6.61855512576,-6.98197883179
1598,Beaters,-12.3381435347,-9.21023926222,3.61667821507
1634,Oliver,-7.54949477427,-3.97496300623,6.93431625542
1637,Wizardry,-0.840190101598,-9.61905981618,9.80455049892
1641,Got,-13.0019710854,-8.23083047154,3.64571625464
1644,Hannah,2.24610045345,-1.37644386592,11.9514198434
1678,Norris,3.14854849965,1.28078507529,-2.07259233477
1679,Restricted,5.57076178344,-3.45123142177,8.37549656163
1680,Had,-5.43679439971,-0.406231885444,2.16584070593
1685,Hat,-4.3394447003,-9.32202050702,-9.80844511674
1688,Poor,-2.829691007,-4.73990477412,12.3959897812
1697,Granger,-4.97796646097,2.28411459938,-1.45419030018
1699,Magic,-6.33017741493,13.1365949512,5.58313855587
1700,Thirty,11.0824738813,-9.38282216659,0.659228386672
1717,Anyway,-1.32488512425,-10.6379716113,-6.04227117734
1729,Neither,4.58798838902,9.14042959102,8.72336773194
1739,King,-11.5581097236,-9.07479933291,4.21089251855
1743,Against,-4.77808563952,2.31739780365,16.0632286559
1756,Yes,5.87787982661,-11.1427307825,-7.99866208992
1757,Yer,5.02148844718,9.32937277824,9.67630624088
1771,Students,-3.91479402267,-0.240768326491,2.81428086131
1774,Remembrall,15.3912212205,14.5580515411,6.15611233706
1794,Bloody,-9.61048276502,-5.53005880259,3.7685641712
1800,Miss,16.9931904603,2.30522876114,-4.06727577869
1809,Chaser,-4.76881460949,10.9413163622,5.71559206553
1825,Dear,-3.53658713038,-12.8382707862,-12.626905732
1830,YOU,1.60170330583,-1.44929047378,11.1689479297
1844,Fang,-5.48123219684,19.0061926785,5.04751117478
1855,Chocolate,15.8863684544,13.3193466077,6.50603131637
